Index,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
3464,Browns,7.0,148.67637883007401,24677.6955359087,Financial,49.558792943358,No,497.947873026558,Yes,Male,After_16:00,0.3670539129525421,0.549351984867826,,4.49962358921766,2.5546724582091,5.59785059420392,9000.0,65.78687226865439,455.43955152177597,5890.35783330913,55711.5715349909,No,247952.08425167302,21.3410297671358,53.725910152951705,11.395214777439802,2515.63275094599,60.0,45_and_up,2.0,694.7185047982829,5.0,,Hightech,470.05624225205804,0.0,No
3032,Whites,9.0,324.228026904836,58025.911269474505,Education,108.076008968279,No,536.8990937341661,No,Female,After_16:00,0.36449958151206396,0.750251200981438,7.56561943562701,7.5088726403191695,7.471042990218849,7.02551935100928,7087.0,31.143653602339302,427.12890518617,6223.248747714,53889.4640271909,No,288260.636852569,20.6670971639989,90.723366353756,11.6788473445922,11798.4997234798,,Below_30,1.0,668.3639027108931,11.0,Foot_or_bicycle,Services_or_Retail,460.51595733984595,0.0,No
4978,Browns,2.0,143.17901839171802,23812.065058047403,Healthcare,47.726339463906,No,498.929214465648,Yes,Male,After_16:00,0.14754542871378398,0.364273665705696,7.17901974916458,8.64233130821958,5.15554779674858,0.28312559705227597,9233.0,38.0097517045215,455.832869930129,5900.95788451673,55871.9006968417,No,248930.36104730802,21.3502428541253,50.7956962601128,27.225245675072102,2335.52981808789,80.0,45_and_up,3.0,,7.0,Motorcycle_or_truck,Hightech,474.933672022409,4.0,Yes
2361,Greens,2.0,144.570936667257,15189.6489058202,Healthcare,48.1903122224191,No,315.201296802424,Yes,Female,By_16:00,0.152813089080155,0.391024523647502,6.84111045207828,2.63949042418972,5.764506827108559,5.49188572447747,3586.0,52.4100561393425,512.741358383826,4177.495684791889,61048.6823941955,No,,22.643792932806697,230.91197590613098,56.958992802538006,2380.49650431665,80.0,Below_30,3.0,811.921084352821,14.0,Public_or_other,Student_or_Unemployed,637.867464254271,0.0,Yes
7553,Purples,5.0,561.07512518237,67678.9500191939,Environment,187.02504172745702,No,361.871059586873,Yes,Male,By_16:00,0.875873074866831,0.8098605223931371,5.907891530077901,1.42835185397416,2.6743874209932996,2.2742127161472996,8475.0,64.28063046187161,390.8571369025,4400.4248696737295,49627.68181372849,No,130950.66376652599,19.7701071545528,178.71058324140802,59.788986388593905,35175.3912748844,90.0,Below_30,3.0,653.3346780524961,14.0,Foot_or_bicycle,Student_or_Unemployed,530.752297763116,0.0,No
4872,Whites,3.0,866.6579848058869,88557.7747401375,Education,288.88599493529597,No,306.549214197706,Yes,Female,After_16:00,0.398963846033439,0.933910357067361,8.888010610826312,1.8083378695882901,7.886037668213249,2.14508962118998,9914.0,66.1170225124806,319.69588121039,3704.8839043978496,43277.9409258627,No,93972.4207252313,17.8800414208242,267.934729987397,73.8426865078509,83754.00406469099,100.0,Below_30,0.0,589.923253371524,11.0,Motorcycle_or_truck,Hightech,543.084077724804,0.0,No
6987,Purples,10.0,444.837579016149,62261.500232063205,Environment,148.279193005383,No,419.893708416682,Yes,Female,After_16:00,0.986282390076667,0.6401884583756329,,9.64937348850071,0.41240649996325396,8.77507628407329,7090.0,21.593873063102397,452.20173688546,5103.3405579377395,56579.8571099017,No,176310.72636791397,21.2650355486526,120.80600420183399,87.363220541738,22144.998271333,90.0,Below_30,2.0,737.351914820785,11.0,Foot_or_bicycle,Public_Sector,576.7619615644049,0.0,Yes
1761,Purples,6.0,605.573266571766,75626.7424566906,Education,201.857755523922,No,374.653637956101,Yes,Female,After_16:00,0.600629796739668,0.0206601675599813,5.76885798946023,9.436378655955199,2.92178721399978,2.8958576498553197,9119.0,86.0048583941534,384.054603954289,4514.64558746959,50310.816881729006,No,140365.348433741,19.5973111409267,186.360345681746,48.7265907460824,40958.4112206793,100.0,30-45,1.0,670.447914313865,16.0,Public_or_other,Public_Sector,574.666813918789,0.0,Yes
4200,Turquoises,1.0,1174.59846214254,187312.170639993,Healthcare,391.532820714179,Yes,478.407328147676,Yes,Male,After_16:00,0.514492586022243,0.535235259449109,6.970873051323,8.95405383082107,9.250739596318448,8.63173632416874,8562.0,13.456887938082199,433.86263185662,5651.79854519,53144.110424858605,Yes,228873.571625398,20.8293694541294,86.9059955580352,16.987882507965,153699.482517115,80.0,Below_30,,662.277434046998,12.0,Foot_or_bicycle,Student_or_Unemployed,447.920665122544,1.0,No
8786,Purples,6.0,381.36967404099295,45375.616900880304,Healthcare,127.123224680331,No,356.941990851661,Yes,Male,By_16:00,0.564103724900633,0.000973024871200323,1.81714510079473,7.20726954750717,8.65030650515109,4.3423140142113,5823.0,26.321558863855902,433.66818078000296,4436.75627007661,52451.319657203894,No,127407.58483314699,20.824701217064398,157.903893079874,26.9711464410648,16297.437477806201,80.0,30-45,1.0,680.122765055112,13.0,Motorcycle_or_truck,Services_or_Retail,508.254406535886,0.0,No
1437,Purples,8.0,178.883471608167,26408.514768510202,Environment,59.6278238693889,No,442.88912549209294,Yes,Male,After_16:00,0.506996773649007,0.32147742458619205,9.63212120113894,6.66843945859,8.869773026090119,5.197177180089059,6525.0,95.2190564014018,411.20127761626196,5251.29381015345,52791.966468784005,No,196150.777479151,20.2780984714115,112.102654119559,74.3502902099863,3625.10520326826,90.0,Below_30,2.0,683.212434710746,13.0,Public_or_other,Industry_or_other,537.6847446138021,0.0,Yes
7658,Reds,9.0,290.412284323885,40354.3073621057,Other,96.8040947746283,No,416.86570651846296,Yes,Male,By_16:00,0.840322009986266,0.24366003484465196,6.87267788918689,4.9151160917244905,0.505063298624009,6.294339876621961,9413.0,94.2726885667071,369.81929664227897,,47947.4441512021,Maybe,173777.017271138,19.2306863279052,154.770377517353,83.8923257775605,9477.83685990985,50.0,45_and_up,2.0,619.636620434374,11.0,Foot_or_bicycle,Student_or_Unemployed,490.225365608954,1.0,No
8403,Purples,3.0,693.476252674463,89597.9762617258,Education,231.158750891488,No,387.603652970878,Yes,Female,By_16:00,0.49761235364712797,0.8454652312211691,0.697750758845359,2.75147641077638,6.059038590174169,0.689856642857194,9628.0,40.243199025280795,347.685345308534,4571.40722032585,45121.5124859159,No,150236.591796369,18.6463225679632,192.32888527104902,33.8917746208608,53675.5268646043,100.0,45_and_up,0.0,584.664627394948,13.0,Foot_or_bicycle,Student_or_Unemployed,465.97490264035997,3.0,Yes
4774,Greys,6.0,98.1461890030438,13534.0510984606,Foreign_Affairs,32.71539633434789,No,413.69057431382004,Yes,Male,After_16:00,0.524968943558633,0.0760720567777753,3.52188955293968,4.64680103119463,3.08483947766945,9.86011957051232,6423.0,69.61686438880861,488.97548944912904,5114.85672203646,56478.3999162132,Maybe,171139.891276098,22.112790177838896,100.841973094999,71.26788652967659,1113.01255364781,40.0,45_and_up,1.0,705.9604978692489,6.0,Foot_or_bicycle,Hightech,449.026999867303,5.0,No
4556,Turquoises,1.0,1339.8303782611802,198708.06079825302,Financial,446.610126087061,Yes,444.925112959747,Yes,Female,After_16:00,0.8861530553549529,0.316785937873647,1.6282728593796498,8.973096013069151,1.8884797766804702,1.80478829424828,8451.0,39.12750126328321,493.161889975307,5435.57490954808,56597.836763757405,Yes,197958.35614224398,22.2072485908387,100.200872869219,36.6008681710809,199917.214849588,60.0,30-45,3.0,696.62426978282,,Public_or_other,Student_or_Unemployed,416.57211501813697,0.0,Yes
2961,Pinks,3.0,389.897035714028,90937.4132381855,Environment,129.965678571343,No,699.703292729448,No,Male,By_16:00,0.691918384516612,0.0277472950983793,8.4196102945134,4.767101991456,1.4280801406130201,0.0628518383018672,9491.0,75.02020921092479,619.908443607612,8236.8498145097,72763.3680014406,No,489584.69785643206,24.897960631497696,233.140545359427,14.200771227479,17031.0432850809,90.0,Below_30,3.0,873.0126358335131,8.0,Public_or_other,Public_Sector,490.249414627436,0.0,Yes
9299,Pinks,7.0,182.111601253394,19009.1374122792,Environment,60.7038670844646,No,313.145411079487,Yes,Female,After_16:00,0.152548453770578,0.9538226614240558,8.61568464897573,4.394114429596811,3.8230939093045895,8.802936845459039,8471.0,99.1603925358504,342.629345403176,3816.71280160123,44644.926153713,No,98060.0484801411,18.5102497390818,244.94825423047502,35.238996334374,3755.66334609281,90.0,30-45,5.0,598.618050516626,10.0,Foot_or_bicycle,Public_Sector,517.8741970916369,0.0,Yes
2144,Purples,1.0,300.664704844035,38915.6901333142,Education,100.221568281345,No,388.29655932013395,Yes,Female,After_16:00,0.160661503439769,0.696931167505682,7.261317234952,1.14508303347975,,4.8921499750576904,8670.0,19.932658062316502,511.764506996381,4906.49460719411,58983.7808855106,No,150774.217979855,22.6222126901057,112.349962820646,16.5294331032783,10154.5843170537,100.0,45_and_up,1.0,748.147686519144,14.0,Motorcycle_or_truck,Hightech,497.459948580776,0.0,No
622,Purples,6.0,532.044344575292,63431.7334179346,Healthcare,177.34811485843102,No,357.667931618948,Yes,Female,By_16:00,0.6884491641540079,0.530322765232995,0.149892484769225,6.30917704664171,8.80653286585584,4.13828314980492,6327.0,88.9370230259374,378.37764105231,4333.4345982940995,48915.7284177322,No,127926.34930857699,19.4519315506792,192.86047299094398,29.0320385247469,31639.7019586976,80.0,45_and_up,0.0,649.462372196481,11.0,Foot_or_bicycle,Services_or_Retail,546.311404175013,0.0,Yes
6074,Turquoises,5.0,1234.98627413294,197532.176933095,Social,411.662091377648,Yes,479.840580588909,Yes,Male,After_16:00,0.633401508210227,0.716781512601301,7.98633471131325,7.72324953228235,4.96611068956554,5.5119496537372505,6587.0,47.3762199981138,493.77628466334005,5785.9583752157705,57992.432054021796,Yes,230246.982779901,22.2210774865518,54.949270230302,11.3702670671046,169887.339568796,70.0,30-45,2.0,717.014005798139,9.0,Foot_or_bicycle,Public_Sector,449.262583084486,1.0,No
6168,Blues,1.0,1629.30705055199,387538.01112994,Healthcare,543.102350183996,Yes,713.5634949814649,No,Female,After_16:00,0.202548009809107,0.0568230240605772,3.97329388884827,5.0091309030540305,3.86349406093359,0.639050540048629,8938.0,65.42907857801771,649.4063215379759,8434.447592890609,70019.39074294911,Yes,509172.86137016397,25.4834519156643,355.59402047778394,88.75745770055799,295513.265125564,80.0,45_and_up,2.0,784.872160735066,12.0,Foot_or_bicycle,Industry_or_other,258.100243705482,0.0,Yes
4026,Greys,1.0,470.194215382483,76673.4036657509,Military,156.73140512749399,No,489.202553906669,Yes,Female,After_16:00,0.6084016449749471,0.73828794923611,6.5603059809654996,9.988234161864971,3.5950984596274798,1.22590700397268,3724.0,57.8383046668023,441.784988782773,5775.59551663223,52639.6847365294,Maybe,239319.138748807,21.0186818992717,124.52267431021299,4.26025800406933,24731.4647583662,30.0,45_and_up,1.0,641.753750023297,9.0,Motorcycle_or_truck,Hightech,390.454009456269,0.0,Yes
5624,Purples,4.0,49.617781702224505,6582.23181409328,Social,16.5392605674082,No,397.97618444104205,Yes,Female,By_16:00,0.480996639002115,0.6750870221294462,2.2928032022900897,1.87879112549126,9.197205642703919,2.01503325952217,5873.0,43.383252318017206,384.71090243572405,4749.18364928186,50569.0321640914,No,158385.04338225,19.6140485987907,167.64763143646098,15.7359510893002,300.086400684031,70.0,45_and_up,4.0,,12.0,Car,Services_or_Retail,566.372384075472,0.0,No
124,Turquoises,5.0,1157.33860000641,184729.485189598,Healthcare,385.77953333546895,Yes,478.847292888811,Yes,Female,By_16:00,0.45269718393683395,0.663271903758869,,8.5175217804499,2.5663110637106,2.9038085904903705,5108.0,14.332681312225802,413.305994085318,5615.08491705874,51516.5331441774,Yes,229294.729906942,20.3299285312398,103.115511098841,85.1555042667314,149221.627873868,80.0,30-45,1.0,644.026420449193,13.0,Foot_or_bicycle,Student_or_Unemployed,448.33259296705,0.0,No
2936,Purples,10.0,254.170453717496,39508.1692011517,Social,84.7234845724987,No,,Yes,Male,After_16:00,0.695594702381641,0.192412346368656,8.29453297425061,0.142714190296829,7.40776486229151,6.23672321438789,4075.0,24.482939532026602,467.890628291327,5598.971091196229,57775.773120759295,No,217453.394336434,21.6307796505657,61.28092728250029,83.3801127271727,7272.79232267893,70.0,30-45,2.0,737.670423343331,12.0,Motorcycle_or_truck,Services_or_Retail,539.873919070002,1.0,Yes
6470,Purples,8.0,380.68188759827,56771.6936550436,Healthcare,126.893962532757,No,447.394757968792,Yes,Female,By_16:00,0.909610863309354,0.70615171128884,7.552978319581599,9.64736097725108,7.09881592076272,4.5603562472388095,4987.0,73.0044646654278,383.14691629973504,5240.24141228739,50033.9766932841,No,200162.06945795397,19.5741389670078,,82.4580995365977,16238.9716897974,80.0,Below_30,1.0,645.582841854377,14.0,Car,Student_or_Unemployed,512.022282775474,0.0,No
6447,Oranges,5.0,292.357049963166,40906.8944241477,Other,97.452349987722,No,419.763037313124,Yes,Male,By_16:00,0.508552815997973,,7.38503759494051,5.02722056349739,7.81789268832654,9.29999296087772,,32.6133801136166,432.101547548343,5061.83346822792,54612.081727857,Maybe,176201.007494339,20.787052401635602,121.637436841862,22.2524541895837,9604.41286811718,50.0,Below_30,1.0,711.476094126266,11.0,Foot_or_bicycle,Hightech,561.216795202891,0.0,No
6300,Purples,4.0,310.821976655391,49429.0086825958,Healthcare,103.607325551797,No,477.08024909768096,Yes,Male,By_16:00,0.809783232863992,0.730421811342239,9.958632139023392,4.59966184804216,9.42291405983269,1.89083844423294,7695.0,8.69452056940645,409.61121573119203,5590.0249224392,54421.098357537005,No,227605.564079105,20.2388541111198,128.749910742287,22.604983788915,10848.085233547801,80.0,30-45,2.0,710.745876989169,13.0,Car,Services_or_Retail,588.7755158426551,0.0,Yes
8651,Browns,9.0,556.121127044251,58106.3062582763,Education,185.37370901474998,No,313.454947668187,Yes,Male,After_16:00,0.5610728899482641,0.353023815201595,0.6771224061958491,5.625075055286289,8.25044685974717,4.4308317778632,4873.0,18.7463111244142,365.09112928596494,3864.7317352538003,43636.3722918767,No,98254.0042176657,19.107357988114604,252.75437245037998,70.1549410587177,34558.785702900095,100.0,Below_30,4.0,557.761159790281,9.0,Foot_or_bicycle,Public_Sector,395.667297332188,0.0,No
1853,Whites,7.0,319.305275228456,29262.1106420265,Education,106.435091742819,No,274.929162580449,Yes,Female,By_16:00,0.547584646148607,0.595350988674909,9.579162925947461,2.9820675309747497,0.0224572722800076,2.91571554262191,4774.0,69.36064092442389,261.413357914541,3272.11834163357,36394.050417902596,No,75586.0444371871,16.168282466438402,329.374897984407,14.834739803336598,11444.8638460451,100.0,30-45,2.0,497.703764921821,11.0,Motorcycle_or_truck,Services_or_Retail,469.877653081378,0.0,Yes
4102,Oranges,2.0,531.643645547853,66729.8134879703,Military,177.214548515951,No,376.548167443284,Yes,Female,After_16:00,0.0301975382026285,0.19674856797792004,4.25621154019609,1.3185110315680502,9.13115631556138,1.90234988695011,6467.0,98.9206836558878,369.15446539679397,4503.79060522643,47326.816058312805,Maybe,,19.213392865311302,179.95136848405602,5.6608906481415,31592.2107542283,30.0,45_and_up,2.0,617.5707916891259,8.0,Public_or_other,Student_or_Unemployed,495.35391217536596,0.0,No
1266,Oranges,3.0,506.10670664355797,77173.5483381216,Military,168.70223554785298,No,457.454212669466,Yes,Male,By_16:00,,0.38173955678939797,4.83801339287311,5.0066003552638,8.55257672024891,8.22307742666453,7871.0,75.65708286128941,413.677792316678,5401.897711328011,48415.9275239035,Maybe,209264.35668904101,20.3390705863537,,38.153465045616,28639.146514391003,30.0,Below_30,4.0,,5.0,Car,Hightech,328.042718399496,0.0,Yes
1551,Whites,2.0,455.126757345469,,Social,151.708919115156,No,298.935938634424,Yes,Female,After_16:00,0.324399467092007,0.9254825329408051,7.13227344909683,4.5808408316224805,9.0836421540007,6.637040036730469,5809.0,4.997532628476621,312.777990970861,3614.91536828596,42056.1786980783,No,89362.69540724381,17.6855305538415,275.436188653232,30.3848800482228,23177.305058204198,,30-45,1.0,571.220491468178,7.0,Motorcycle_or_truck,Services_or_Retail,519.65341146192,0.0,Yes
4642,Whites,1.0,540.659282194568,87407.60593334309,Education,180.21976073152302,No,485.00567073527606,Yes,Female,After_16:00,0.259409509133548,0.23140644631348603,1.1223647650331299,5.97673242911696,6.8909322423860395,6.85424268245697,5523.0,28.8742879405618,452.732875266667,5755.52245788609,55286.463279686795,No,235230.500645375,21.277520421014,57.672273046965195,18.7721356051043,32669.3819188588,100.0,Below_30,2.0,691.237042984262,11.0,Foot_or_bicycle,Industry_or_other,470.55377634146896,0.0,No
3010,Whites,4.0,919.291228051713,159003.339346799,Social,306.430409350571,No,518.888904282641,No,Male,By_16:00,0.250766406301409,0.557278427761048,2.8480307315476203,9.75163682596758,4.66261346824467,4.8169217351824,3325.0,17.1791948610917,,6003.941576305379,52826.9965029519,No,269245.69498763897,20.1872798251643,94.4758284400485,77.99381017684941,94216.0261841091,70.0,45_and_up,2.0,666.570873776153,8.0,Public_or_other,Services_or_Retail,495.816686564705,0.0,No
2584,Purples,10.0,907.925522383546,95507.7525025836,Social,302.641840794515,No,315.580133440407,Yes,Male,By_16:00,0.30962199484929404,0.0226750848814845,7.06129925558344,6.80956201162189,5.9404102317057506,5.539838427212089,8580.0,40.368596580810795,437.218689274214,4030.2387129525,50376.1460656329,No,99590.8206222652,20.9097749694781,204.978116824261,8.538727578707041,91904.7256402872,70.0,Below_30,4.0,643.1806740214611,12.0,Foot_or_bicycle,Industry_or_other,436.251680661255,0.0,Yes
7250,Browns,6.0,262.385225045485,43311.6251345641,Environment,87.4617416818284,No,495.206524609637,Yes,Female,By_16:00,0.40571851353161,0.627726634033024,4.42724781809375,1.53346620965749,0.163705162703991,7.89104192052037,5925.0,29.187018540687898,407.92062346324997,5767.90649302287,51766.3478563904,No,245229.502015955,20.1970449190779,98.33051159152642,20.8835111465305,7747.0179997007,90.0,30-45,0.0,649.5663235989019,9.0,Public_or_other,Public_Sector,465.834220042026,5.0,Yes
8248,Blues,10.0,1973.06093228332,31374.5814868151,Healthcare,657.686977427773,Yes,47.70442864707721,Yes,Male,By_16:00,0.5745449706446379,0.21719954628497398,5.78768426785246,8.45174810383469,1.83906241552904,9.884468093514439,9383.0,73.99558154866101,35.2880811499367,547.620448770645,19922.7579519219,Yes,2275.7125125440803,5.94037718919739,681.086012735438,45.402499800548,433219.84725550795,80.0,45_and_up,2.0,390.632676180665,14.0,Motorcycle_or_truck,Industry_or_other,708.205920562029,0.0,Yes
3623,Browns,9.0,195.169744258984,33293.88271947,Education,65.05658141966121,No,511.768094679012,No,Male,After_16:00,,0.979706435464323,6.747020781040191,7.68234110902995,4.30420390097424,6.601767225656659,5315.0,83.3307838067412,461.053883114764,6039.78871301965,56183.4363552861,No,261906.582731386,21.4721653103446,56.477000440310896,22.12211007718,4307.41536743267,100.0,Below_30,2.0,696.5398281094881,10.0,Foot_or_bicycle,Services_or_Retail,460.82904767659795,0.0,No
6532,Greens,9.0,134.034664917866,13276.650375486699,Environment,44.678221639288594,No,297.16156750096803,Yes,Male,By_16:00,0.270421414636075,0.0247461630497128,2.0405362104065703,5.56691687554121,5.92302296077833,1.183554623276,6687.0,26.5673498623073,518.3254947578221,4008.2666645253203,61374.265195266395,No,88304.99719963221,22.7667629398169,250.551286817431,71.0623318795115,2050.8217104886803,90.0,30-45,2.0,819.176036100054,11.0,Car,Industry_or_other,645.933868135835,0.0,No
4182,Greens,10.0,701.7393000014439,70895.2777346947,Environment,233.913100000481,No,303.08382785978597,Yes,Female,By_16:00,0.453739504795521,0.708444554591551,0.0148762459866703,5.29895111685619,3.33688671700656,7.31593231670558,6335.0,59.5487151527777,507.435693937716,4045.70966647329,61360.4762279012,No,91859.8067101402,22.526333344282104,266.107271701331,41.3246670272201,54959.251451835706,90.0,30-45,3.0,826.4178038357389,11.0,Car,Student_or_Unemployed,678.834593011632,0.0,Yes
4660,Browns,6.0,448.97251839231797,51452.0891993243,Education,149.657506130773,No,343.79892148118995,Yes,Male,By_16:00,0.36428620200604206,0.113724290160462,8.22022396372631,8.355083153583111,8.8003151374869,8.207201894838361,3795.0,0.9902196936309341,419.09316232082,4276.17553945354,49212.1991115277,No,118197.69841163,20.471765002579,190.13872550016103,,22557.026647413102,100.0,45_and_up,0.0,625.480356947332,10.0,Motorcycle_or_truck,Hightech,427.83323742095,1.0,Yes
282,Oranges,7.0,587.750809251128,65887.4213988237,Military,195.916936417043,No,336.30283631309504,Yes,Male,By_16:00,0.42625360400415996,0.7831882375758141,1.59515972714871,4.91169640561566,7.58857114706188,8.48456018604338,5904.0,5.903990613296631,,4237.2983364456795,51755.93191599019,Maybe,113099.59771223199,20.9077733548402,,34.0329525759444,38589.3629114566,30.0,30-45,3.0,667.660136102902,6.0,Public_or_other,Hightech,481.21672895993,0.0,Yes
9506,Blues,2.0,1854.24036910683,18298.7756925524,Financial,618.08012303561,Yes,29.605831041258302,Yes,Female,After_16:00,0.0986485644243658,0.345265991287306,8.53784536477178,2.2641341318376402,9.35064762830734,2.51852363580838,6001.0,92.5634635146707,206.862002557383,709.782315527348,28670.2770641313,Yes,876.505231643531,14.382698027747901,554.280514728164,75.5330619169399,382651.11861475103,60.0,30-45,3.0,441.70198827184197,10.0,Car,Hightech,505.131205732144,0.0,No
